tm_Vol,tm_Clo,bel_Vol,bel_Clo,nmdc_Vol,nmdc_Clo,ongc_Vol,ongc_Clo,hdfc_Vol,hdfc_Clo
7395355,517.0540771484375,8049591,20.46212006,3890552,178.8500061,8238322,291.26666259765625,4617390,428.3250122070313
7887159,507.5559692382813,8240661,20.04242325,2664529,176.5,3714918,291.6666564941406,3203484,425.9249877929688
10061738,500.6302490234375,46720476,21.00757408,7681342,185.8000031,7008955,295.70001220703125,1917604,424.2250061035156
9265718,504.6867370605469,11611017,21.11414146,2192746,183.9499969,9119499,303.4333190917969,4894172,432.375
9134923,511.6619262695313,6017517,20.83232307,2386832,181.6499939,5288946,299.6000061035156,3830522,432.7999877929688
7315474,511.0682678222656,6064542,20.65959549,2778929,180.6999969,3259467,296.9333190917969,2157126,428.6499938964844
3994427,508.8916320800781,26918199,21.39242363,1615939,176.75,8591338,286.3333435058594,3266432,427.1749877929688
4645545,511.7113952636719,12434796,21.18787766,1321224,176.5500031,3971070,285.76666259765625,3043278,427.8500061035156
3002542,506.9623107910156,14625666,21.65656471,1119930,175.3000031,2794242,280.5666809082031,2904544,430.1749877929688
5795527,494.4465637207031,26234604,21.06666565,2476930,173.5,9518068,272.5,2538134,425.5
5000801,501.5701599121094,11977812,21.38636208,3085813,175.1499939,7635334,271.70001220703125,3952948,423.2000122070313
7126911,519.8243408203125,9094338,21.36111069,1213868,175.6000061,6420261,275.9333190917969,3326284,429.0750122070313
